year,nid,first_name,last_name,gender,job_title,employer,usable_name,ratio
1973,7564,Price,Day,M,editor-in-chief,The Baltimore Sun,Price,100
1973,7565,William B.,Dickinson,M,executive editor,The Philadelphia Bulletin,William,100
1973,7566,Robert J.,Donovan,M,associate editor,Los Angeles Times,Robert,100
1973,7578,Lee,Hills,M,president and executive editor,"Knight Newspapers, Inc.",Lee,77
1973,7580,John,Hohenberg,M,"executive secretary, The Pulitzer Prizes",Columbia University,John,100
1973,7600,William J.,McGill,M,president,Columbia University,William,100
1973,7606,Sylvan,Meyer,M,editor,The Miami News,Sylvan,100
1973,7610,Newbold,Noyes,NA,editor,The Evening Star,Newbold,
1973,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1973,7625,James,Reston,M,vice president,The New York Times,James,100
1973,7631,Vermont C.,Royster,M,contributing editor,The Wall Street Journal,Vermont,100
1974,7550,Benjamin,Bradlee,M,executive editor,The Washington Post,Benjamin,100
1974,7563,John,Cowles,M,editorial chairman,The Minneapolis Star &amp; Tribune,John,100
1974,7564,Price,Day,M,editor-in-chief,The Baltimore Sun,Price,100
1974,7566,Robert J.,Donovan,M,associate editor,Los Angeles Times,Robert,100
1974,7578,Lee,Hills,M,president and executive editor,"Knight Newspapers, Inc.",Lee,77
1974,7580,John,Hohenberg,M,"executive secretary, The Pulitzer Prizes",Columbia University,John,100
1974,7600,William J.,McGill,M,president,Columbia University,William,100
1974,7606,Sylvan,Meyer,M,editor,The Miami News,Sylvan,100
1974,7610,Newbold,Noyes,NA,editor,The Evening Star,Newbold,
1974,7614,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1974,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1974,7625,James,Reston,M,vice president,The New York Times,James,100
1974,7631,Vermont C.,Royster,M,contributing editor,The Wall Street Journal,Vermont,100
1974,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1975,7550,Benjamin,Bradlee,M,executive editor,The Washington Post,Benjamin,100
1975,7563,John,Cowles,M,editorial chairman,The Minneapolis Star &amp; Tribune,John,100
1975,7564,Price,Day,M,editor-in-chief,The Baltimore Sun,Price,100
1975,7566,Robert J.,Donovan,M,associate editor,Los Angeles Times,Robert,100
1975,7578,Lee,Hills,M,president and executive editor,"Knight Newspapers, Inc.",Lee,77
1975,7580,John,Hohenberg,M,"executive secretary, The Pulitzer Prizes",Columbia University,John,100
1975,7589,Clayton,Kirkpatrick,M,editor and vice president,Chicago Tribune,Clayton,100
1975,7600,William J.,McGill,M,president,Columbia University,William,100
1975,7610,Newbold,Noyes,NA,editor,The Evening Star,Newbold,
1975,7614,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1975,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1975,7625,James,Reston,M,vice president,The New York Times,James,100
1975,7631,Vermont C.,Royster,M,contributing editor,The Wall Street Journal,Vermont,100
1975,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1977,7547,Elie,Abel,M,"dean, Graduate School of Journalism",Columbia University,Elie,100
1977,7550,Benjamin,Bradlee,M,executive editor,The Washington Post,Benjamin,100
1977,7563,John,Cowles,M,editorial chairman,The Minneapolis Star &amp; Tribune,John,100
1977,7576,Howard H.,Hays,M,editor and publisher,Riverside (CA) Press-Enterprise,Howard,99
1977,7578,Lee,Hills,M,president and executive editor,"Knight Newspapers, Inc.",Lee,77
1977,7584,John,Hughes,M,editor,The Christian Science Monitor,John,100
1977,7589,Clayton,Kirkpatrick,M,editor and vice president,Chicago Tribune,Clayton,100
1977,7597,Richard H.,Leonard,M,editor and vice president,The Milwaukee Journal,Richard,100
1977,7600,William J.,McGill,M,president,Columbia University,William,100
1977,7614,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1977,7617,Warren H.,Phillips,M,president and chief executive officer,Dow Jones &amp; Co.,Warren,99
1977,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1977,7626,James,Reston,M,columnist,The New York Times,James,100
1977,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1977,7723,Richard T.,Baker,M,"secretary, The Pulitzer Pirze Board","administrator, The Pulitzer Prizes",Richard,100
1978,7547,Elie,Abel,M,"dean, Graduate School of Journalism",Columbia University,Elie,100
1978,7550,Benjamin,Bradlee,M,executive editor,The Washington Post,Benjamin,100
1978,7563,John,Cowles,M,editorial chairman,The Minneapolis Star &amp; Tribune,John,100
1978,7576,Howard H.,Hays,M,editor and publisher,Riverside (CA) Press-Enterprise,Howard,99
1978,7578,Lee,Hills,M,president and executive editor,"Knight Newspapers, Inc.",Lee,77
1978,7584,John,Hughes,M,editor,The Christian Science Monitor,John,100
1978,7589,Clayton,Kirkpatrick,M,editor and vice president,Chicago Tribune,Clayton,100
1978,7597,Richard H.,Leonard,M,editor and vice president,The Milwaukee Journal,Richard,100
1978,7600,William J.,McGill,M,president,Columbia University,William,100
1978,7614,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1978,7617,Warren H.,Phillips,M,president and chief executive officer,Dow Jones &amp; Co.,Warren,99
1978,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1978,7626,James,Reston,M,columnist,The New York Times,James,100
1978,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1978,7723,Richard T.,Baker,M,"secretary, The Pulitzer Pirze Board","administrator, The Pulitzer Prizes",Richard,100
1979,7550,Benjamin,Bradlee,M,executive editor,The Washington Post,Benjamin,100
1979,7563,John,Cowles,M,editorial chairman,The Minneapolis Star &amp; Tribune,John,100
1979,7568,Osborn,Elliott,M,"dean, Graduate School of Journalism",Columbia University,Osborn,100
1979,7576,Howard H.,Hays,M,editor and publisher,Riverside (CA) Press-Enterprise,Howard,99
1979,7578,Lee,Hills,M,president and executive editor,"Knight Newspapers, Inc.",Lee,77
1979,7584,John,Hughes,M,editor,The Christian Science Monitor,John,100
1979,7590,Clayton,Kirkpatrick,M,chief executive officer,Chicago Tribune,Clayton,100
1979,7597,Richard H.,Leonard,M,editor and vice president,The Milwaukee Journal,Richard,100
1979,7600,William J.,McGill,M,president,Columbia University,William,100
1979,7618,Warren H.,Phillips,M,chairman and chief executive officer,Dow Jones &amp; Co.,Warren,99
1979,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1979,7626,James,Reston,M,columnist,The New York Times,James,100
1979,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1979,7669,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1979,7723,Richard T.,Baker,M,"secretary, The Pulitzer Pirze Board","administrator, The Pulitzer Prizes",Richard,100
1980,7568,Osborn,Elliott,M,"dean, Graduate School of Journalism",Columbia University,Osborn,100
1980,7571,Hanna H.,Gray,F,president,University of Chicago,Hanna,100
1980,7576,Howard H.,Hays,M,editor and publisher,Riverside (CA) Press-Enterprise,Howard,99
1980,7578,Lee,Hills,M,president and executive editor,"Knight Newspapers, Inc.",Lee,77
1980,7584,John,Hughes,M,editor,The Christian Science Monitor,John,100
1980,7590,Clayton,Kirkpatrick,M,chief executive officer,Chicago Tribune,Clayton,100
1980,7598,Richard H.,Leonard,M,editor and senior vice president,The Milwaukee Journal,Richard,100
1980,7600,William J.,McGill,M,president,Columbia University,William,100
1980,7618,Warren H.,Phillips,M,chairman and chief executive officer,Dow Jones &amp; Co.,Warren,99
1980,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1980,7624,William J.,Raspberry,M,columnist,The Washington Post,William,100
1980,7626,James,Reston,M,columnist,The New York Times,James,100
1980,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1980,7637,Roger W.,Wilkins,M,senior fellow,Joint Center for Political Studies,Roger,100
1980,7669,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1980,7723,Richard T.,Baker,M,"secretary, The Pulitzer Pirze Board","administrator, The Pulitzer Prizes",Richard,100
1980,7726,John,"Cowles, Jr.",M,president,The Minneapolis Star &amp; Tribune Company,John,100
1981,7568,Osborn,Elliott,M,"dean, Graduate School of Journalism",Columbia University,Osborn,100
1981,7571,Hanna H.,Gray,F,president,University of Chicago,Hanna,100
1981,7590,Clayton,Kirkpatrick,M,chief executive officer,Chicago Tribune,Clayton,100
1981,7598,Richard H.,Leonard,M,editor and senior vice president,The Milwaukee Journal,Richard,100
1981,7618,Warren H.,Phillips,M,chairman and chief executive officer,Dow Jones &amp; Co.,Warren,99
1981,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1981,7624,William J.,Raspberry,M,columnist,The Washington Post,William,100
1981,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1981,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1981,7644,Charlotte,Saikowski,F,chief editorial writer,The Christian Science Monitor,Charlotte,100
1981,7669,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1981,7719,John,"Cowles, Jr.",M,president,Minneapolis Star and Tribune Company,John,100
1981,7720,Lee,Hills,M,editorial chairman,"Knight-Ridder Newspapers, Inc.",Lee,77
1981,7721,John,Hughes,M,president,"Hughes Newspapers, Inc.",John,100
1981,7722,Roger W.,Wilkins,M,associate editor,Washington Star,Roger,100
1981,7723,Richard T.,Baker,M,"secretary, The Pulitzer Pirze Board","administrator, The Pulitzer Prizes",Richard,100
1981,7725,Howard H.,Hays,M,editor and co-publisher,Riverside (CA) Press-Enterprise,Howard,99
1982,7568,Osborn,Elliott,M,"dean, Graduate School of Journalism",Columbia University,Osborn,100
1982,7571,Hanna H.,Gray,F,president,University of Chicago,Hanna,100
1982,7598,Richard H.,Leonard,M,editor and senior vice president,The Milwaukee Journal,Richard,100
1982,7601,William F.,McIlwain,M,editor,Arkansas Gazette,William,100
1982,7618,Warren H.,Phillips,M,chairman and chief executive officer,Dow Jones &amp; Co.,Warren,99
1982,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1982,7624,William J.,Raspberry,M,columnist,The Washington Post,William,100
1982,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1982,7637,Roger W.,Wilkins,M,senior fellow,Joint Center for Political Studies,Roger,100
1982,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1982,7644,Charlotte,Saikowski,F,chief editorial writer,The Christian Science Monitor,Charlotte,100
1982,7662,David A.,Laventhol,M,"publisher and chief executive officer, Newsday","and group vice president, Times Mirror Company",David,100
1982,7667,Robert C.,Christopher,M,secretary of the Board,The Pulitzer Prizes,Robert,100
1982,7669,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1982,7719,John,"Cowles, Jr.",M,president,Minneapolis Star and Tribune Company,John,100
1982,7724,Lee,Hills,M,editorial chairman emeritus,"Knight-Ridder Newspapers, Inc.",Lee,77
1982,7725,Howard H.,Hays,M,editor and co-publisher,Riverside (CA) Press-Enterprise,Howard,99
1983,7568,Osborn,Elliott,M,"dean, Graduate School of Journalism",Columbia University,Osborn,100
1983,7571,Hanna H.,Gray,F,president,University of Chicago,Hanna,100
1983,7576,Howard H.,Hays,M,editor and publisher,Riverside (CA) Press-Enterprise,Howard,99
1983,7598,Richard H.,Leonard,M,editor and senior vice president,The Milwaukee Journal,Richard,100
1983,7618,Warren H.,Phillips,M,chairman and chief executive officer,Dow Jones &amp; Co.,Warren,99
1983,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1983,7624,William J.,Raspberry,M,columnist,The Washington Post,William,100
1983,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1983,7637,Roger W.,Wilkins,M,senior fellow,Joint Center for Political Studies,Roger,100
1983,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1983,7644,Charlotte,Saikowski,F,chief editorial writer,The Christian Science Monitor,Charlotte,100
1983,7662,David A.,Laventhol,M,"publisher and chief executive officer, Newsday","and group vice president, Times Mirror Company",David,100
1983,7668,Michael,Gartner,M,president and editorial chairman,The Des Moines Register and Tribune,Michael,99
1983,7669,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1983,7673,Eugene L.,Roberts,M,executive editor,The Philadelphia Inquirer,Eugene,99
1983,7676,Katherine,Fanning,F,editor and publisher,Anchorage (Alaska) Daily News,Katherine,100
1983,7677,James F.,Hoge,M,publisher,Chicago Sun-Times,James,100
1984,7568,Osborn,Elliott,M,"dean, Graduate School of Journalism",Columbia University,Osborn,100
1984,7571,Hanna H.,Gray,F,president,University of Chicago,Hanna,100
1984,7576,Howard H.,Hays,M,editor and publisher,Riverside (CA) Press-Enterprise,Howard,99
1984,7598,Richard H.,Leonard,M,editor and senior vice president,The Milwaukee Journal,Richard,100
1984,7618,Warren H.,Phillips,M,chairman and chief executive officer,Dow Jones &amp; Co.,Warren,99
1984,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1984,7624,William J.,Raspberry,M,columnist,The Washington Post,William,100
1984,7627,Eugene L.,Roberts,M,executive editor and senior vice president,The Philadelphia Inquirer,Eugene,99
1984,7635,Thomas,Winship,M,editor,The Boston Globe,Thomas,100
1984,7637,Roger W.,Wilkins,M,senior fellow,Joint Center for Political Studies,Roger,100
1984,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1984,7661,James F.,Hoge,M,publisher,New York Daily News,James,100
1984,7662,David A.,Laventhol,M,"publisher and chief executive officer, Newsday","and group vice president, Times Mirror Company",David,100
1984,7663,C.K.,McClatchy,NA,editor and president,McClatchy Newspapers,C.K.,
1984,7665,Charlotte,Saikowski,F,"chief, Washington bureau",The Christian Science Monitor,Charlotte,100
1984,7667,Robert C.,Christopher,M,secretary of the Board,The Pulitzer Prizes,Robert,100
1984,7668,Michael,Gartner,M,president and editorial chairman,The Des Moines Register and Tribune,Michael,99
1984,7669,Eugene C.,Patterson,M,editor and president,St. Petersburg Times,Eugene,99
1985,7568,Osborn,Elliott,M,"dean, Graduate School of Journalism",Columbia University,Osborn,100
1985,7571,Hanna H.,Gray,F,president,University of Chicago,Hanna,100
1985,7576,Howard H.,Hays,M,editor and publisher,Riverside (CA) Press-Enterprise,Howard,99
1985,7598,Richard H.,Leonard,M,editor and senior vice president,The Milwaukee Journal,Richard,100
1985,7618,Warren H.,Phillips,M,chairman and chief executive officer,Dow Jones &amp; Co.,Warren,99
1985,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1985,7624,William J.,Raspberry,M,columnist,The Washington Post,William,100
1985,7637,Roger W.,Wilkins,M,senior fellow,Joint Center for Political Studies,Roger,100
1985,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1985,7660,Michael,Gartner,M,president and editorial chairman,The Des Moines Register,Michael,99
1985,7661,James F.,Hoge,M,publisher,New York Daily News,James,100
1985,7662,David A.,Laventhol,M,"publisher and chief executive officer, Newsday","and group vice president, Times Mirror Company",David,100
1985,7663,C.K.,McClatchy,NA,editor and president,McClatchy Newspapers,C.K.,
1985,7664,Eugene C.,Patterson,M,chairman and chief executive officer,St. Petersburg Times,Eugene,99
1985,7665,Charlotte,Saikowski,F,"chief, Washington bureau",The Christian Science Monitor,Charlotte,100
1985,7666,Thomas,Winship,M,inaugural fellow,Gannett Center for Media Studies,Thomas,100
1985,7667,Robert C.,Christopher,M,secretary of the Board,The Pulitzer Prizes,Robert,100
1985,7673,Eugene L.,Roberts,M,executive editor,The Philadelphia Inquirer,Eugene,99
1986,7568,Osborn,Elliott,M,"dean, Graduate School of Journalism",Columbia University,Osborn,100
1986,7571,Hanna H.,Gray,F,president,University of Chicago,Hanna,100
1986,7576,Howard H.,Hays,M,editor and publisher,Riverside (CA) Press-Enterprise,Howard,99
1986,7618,Warren H.,Phillips,M,chairman and chief executive officer,Dow Jones &amp; Co.,Warren,99
1986,7622,Joseph Jr. (III),Pulitzer,M,editor and publisher,St. Louis Post-Dispatch,Joseph,100
1986,7624,William J.,Raspberry,M,columnist,The Washington Post,William,100
1986,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1986,7645,Russell,Baker,M,columnist,The New York Times,Russell,100
1986,7661,James F.,Hoge,M,publisher,New York Daily News,James,100
1986,7663,C.K.,McClatchy,NA,editor and president,McClatchy Newspapers,C.K.,
1986,7665,Charlotte,Saikowski,F,"chief, Washington bureau",The Christian Science Monitor,Charlotte,100
1986,7667,Robert C.,Christopher,M,secretary of the Board,The Pulitzer Prizes,Robert,100
1986,7670,Michael,Gartner,M,general news executive,Gannett Company,Michael,99
1986,7671,David A.,Laventhol,M,senior vice president,Times Mirror Company,David,100
1986,7672,Richard H.,Leonard,M,associate editor and senior vice president,The Milwaukee Journal,Richard,100
1986,7673,Eugene L.,Roberts,M,executive editor,The Philadelphia Inquirer,Eugene,99
1986,7674,Claude F.,Sitton,M,editorial director and vice president,The News and Observer and The Raleigh (N.C.) Times,Claude,99
1986,7675,Roger W.,Wilkins,M,senior fellow,Institute for Policy Studies,Roger,100
1987,7530,Meg,Greenfield,F,editorial page editor,The Washington Post,Meg,100
1987,7571,Hanna H.,Gray,F,president,University of Chicago,Hanna,100
1987,7618,Warren H.,Phillips,M,chairman and chief executive officer,Dow Jones &amp; Co.,Warren,99
1987,7645,Russell,Baker,M,columnist,The New York Times,Russell,100
1987,7657,Robert C.,Maynard,M,editor and publisher,The Tribune,Robert,100
1987,7661,James F.,Hoge,M,publisher,New York Daily News,James,100
1987,7663,C.K.,McClatchy,NA,editor and president,McClatchy Newspapers,C.K.,
1987,7665,Charlotte,Saikowski,F,"chief, Washington bureau",The Christian Science Monitor,Charlotte,100
1987,7667,Robert C.,Christopher,M,secretary of the Board,The Pulitzer Prizes,Robert,100
1987,7673,Eugene L.,Roberts,M,executive editor,The Philadelphia Inquirer,Eugene,99
1987,7674,Claude F.,Sitton,M,editorial director and vice president,The News and Observer and The Raleigh (N.C.) Times,Claude,99
1987,7675,Roger W.,Wilkins,M,senior fellow,Institute for Policy Studies,Roger,100
1987,7685,Frederick T.C.,Yu,M,"acting dean, Graduate School of Journalism",Columbia University,Frederick,100
1987,7686,Michael,Gartner,M,editor,The Courier-Journal,Michael,99
1987,7687,David A.,Laventhol,M,president,Times Mirror Company,David,100
1987,7688,Burl,Osborne,M,president and editor,The Dallas Morning News,Burl,100
1987,13739,Michael I.,Sovern,M,President,Columbia University,Michael,99
1988,7530,Meg,Greenfield,F,editorial page editor,The Washington Post,Meg,100
1988,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1988,7645,Russell,Baker,M,columnist,The New York Times,Russell,100
1988,7657,Robert C.,Maynard,M,editor and publisher,The Tribune,Robert,100
1988,7661,James F.,Hoge,M,publisher,New York Daily News,James,100
1988,7665,Charlotte,Saikowski,F,"chief, Washington bureau",The Christian Science Monitor,Charlotte,100
1988,7667,Robert C.,Christopher,M,secretary of the Board,The Pulitzer Prizes,Robert,100
1988,7674,Claude F.,Sitton,M,editorial director and vice president,The News and Observer and The Raleigh (N.C.) Times,Claude,99
1988,7685,Frederick T.C.,Yu,M,"acting dean, Graduate School of Journalism",Columbia University,Frederick,100
1988,7687,David A.,Laventhol,M,president,Times Mirror Company,David,100
1988,7688,Burl,Osborne,M,president and editor,The Dallas Morning News,Burl,100
1988,7689,Michael,Gartner,M,"general news executive, Gannett Co., Inc., Washington, D.C.","and editor, The Daily Tribune, Ames, Iowa",Michael,99
1988,7690,C.K.,McClatchy,NA,editor and chairman of the board,McClatchy Newspapers,C.K.,
1988,7691,Eugene L.,Roberts,M,executive editor,The Philadelphia Inquirer,Eugene,99
1988,7692,Howard,Simons,M,curator,"Nieman Foundation, Harvard University",Howard,99
1988,7694,Peter R.,Kann,M,associate publisher,The Wall Street Journal,Peter,100
1988,13831,Roger W.,Wilkins,M,senior fellow,Institute for Policy Studies,Roger,100
1989,7527,Joan,Konner,F,"dean, Graduate School of Journalism",Columbia University,Joan,100
1989,7530,Meg,Greenfield,F,editorial page editor,The Washington Post,Meg,100
1989,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1989,7645,Russell,Baker,M,columnist,The New York Times,Russell,100
1989,7655,Michael,Gartner,M,"editor, The Daily Tribune, Ames, Iowa","and president, NBC News",Michael,99
1989,7657,Robert C.,Maynard,M,editor and publisher,The Tribune,Robert,100
1989,7661,James F.,Hoge,M,publisher,New York Daily News,James,100
1989,7665,Charlotte,Saikowski,F,"chief, Washington bureau",The Christian Science Monitor,Charlotte,100
1989,7667,Robert C.,Christopher,M,secretary of the Board,The Pulitzer Prizes,Robert,100
1989,7674,Claude F.,Sitton,M,editorial director and vice president,The News and Observer and The Raleigh (N.C.) Times,Claude,99
1989,7678,Peter R.,Kann,M,publisher,The Wall Street Journal,Peter,100
1989,7680,Burl,Osborne,M,president and editor,The Dallas Morning News,Burl,100
1989,7681,Eugene L.,Roberts,M,executive editor and president,The Philadelphia Inquirer,Eugene,99
1989,7692,Howard,Simons,M,curator,"Nieman Foundation, Harvard University",Howard,99
1989,7693,Sissela,Bok,NA,associate professor,Brandeis University,Sissela,
1989,7695,Roger W.,Wilkins,M,"senior fellow, Institute for Policy Studies","and Robinson Professor of History, George Mason University",Roger,100
1989,13740,David A.,Laventhol,M,president,Times Mirror Company,David,100
1990,7521,James V.,Risser,M,"director, John S. Knight Fellowships",Stanford University,James,100
1990,7527,Joan,Konner,F,"dean, Graduate School of Journalism",Columbia University,Joan,100
1990,7530,Meg,Greenfield,F,editorial page editor,The Washington Post,Meg,100
1990,7579,James F.,Hoge,M,president and publisher,Daily News,James,100
1990,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1990,7645,Russell,Baker,M,columnist,The New York Times,Russell,100
1990,7647,Geneva,Overholser,F,editor,The Des Moines Register,Geneva,100
1990,7652,Sissela,Bok,NA,professor,Brandeis University,Sissela,
1990,7655,Michael,Gartner,M,"editor, The Daily Tribune, Ames, Iowa","and president, NBC News",Michael,99
1990,7657,Robert C.,Maynard,M,editor and publisher,The Tribune,Robert,100
1990,7667,Robert C.,Christopher,M,secretary of the Board,The Pulitzer Prizes,Robert,100
1990,7678,Peter R.,Kann,M,publisher,The Wall Street Journal,Peter,100
1990,7679,David A.,Laventhol,M,pubisher and chief executive officer Los Angeles Times,"and president, Times Mirror Company",David,100
1990,7680,Burl,Osborne,M,president and editor,The Dallas Morning News,Burl,100
1990,7682,Walter,Rugaber,M,president and publisher,Roanoke (Va.) Times &amp; World-News,Walter,99
1990,7683,Charlotte,Saikowski,F,former chief of Washington bureau,The Christian Science Monitor,Charlotte,100
1990,7684,Claude F.,Sitton,M,editor and vice president,The News and Observer,Claude,99
1990,13827,Eugene L.,Roberts,M,executive editor and president,The Philadelphia Inquirer,Eugene,99
1991,7521,James V.,Risser,M,"director, John S. Knight Fellowships",Stanford University,James,100
1991,7523,Helen,Vendler,F,Porter University Professor,Harvard University,Helen,100
1991,7527,Joan,Konner,F,"dean, Graduate School of Journalism",Columbia University,Joan,100
1991,7530,Meg,Greenfield,F,editorial page editor,The Washington Post,Meg,100
1991,7531,Burl,Osborne,M,editor and publisher,The Dallas Morning News,Burl,100
1991,7595,David A.,Laventhol,M,"president, Times Mirror Company","and publisher and chief executive officer, Los Angeles Times",David,100
1991,7628,Eugene L.,Roberts,M,former executive editor and senior vice president,The Philadelphia Inquirer,Eugene,99
1991,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1991,7645,Russell,Baker,M,columnist,The New York Times,Russell,100
1991,7647,Geneva,Overholser,F,editor,The Des Moines Register,Geneva,100
1991,7648,Claude F.,Sitton,M,"senior lecturer, Emory University","former editor and vice president, The News and Observer",Claude,99
1991,7652,Sissela,Bok,NA,professor,Brandeis University,Sissela,
1991,7655,Michael,Gartner,M,"editor, The Daily Tribune, Ames, Iowa","and president, NBC News",Michael,99
1991,7657,Robert C.,Maynard,M,editor and publisher,The Tribune,Robert,100
1991,7667,Robert C.,Christopher,M,secretary of the Board,The Pulitzer Prizes,Robert,100
1991,7682,Walter,Rugaber,M,president and publisher,Roanoke (Va.) Times &amp; World-News,Walter,99
1991,7716,James F.,Hoge,M,publisher and chief operating officer,New York Daily News,James,100
1991,7717,Peter R.,Kann,M,"president and chief operating officer, Dow Jones &amp;  Co. Inc.","and publisher, The Wall Street Journal",Peter,100
1991,7718,Marilyn,Yarbrough,F,dean,University of Tennessee College of Law,Marilyn,100
1992,7521,James V.,Risser,M,"director, John S. Knight Fellowships",Stanford University,James,100
1992,7522,Walter,Rugaber,M,president and publisher,The Roanoke Times,Walter,99
1992,7523,Helen,Vendler,F,Porter University Professor,Harvard University,Helen,100
1992,7527,Joan,Konner,F,"dean, Graduate School of Journalism",Columbia University,Joan,100
1992,7530,Meg,Greenfield,F,editorial page editor,The Washington Post,Meg,100
1992,7531,Burl,Osborne,M,editor and publisher,The Dallas Morning News,Burl,100
1992,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1992,7645,Russell,Baker,M,columnist,The New York Times,Russell,100
1992,7647,Geneva,Overholser,F,editor,The Des Moines Register,Geneva,100
1992,7648,Claude F.,Sitton,M,"senior lecturer, Emory University","former editor and vice president, The News and Observer",Claude,99
1992,7649,Jack,Fuller,M,editor and vice president,Chicago Tribune,Jack,99
1992,7652,Sissela,Bok,NA,professor,Brandeis University,Sissela,
1992,7653,John,Dotson,M,president and publisher,Daily Camera,John,100
1992,7654,John S.,Driscoll,M,editor,The Boston Globe,John,100
1992,7656,Peter R.,Kann,M,chairman and publisher,"Dow Jones &amp; Co., Inc.",Peter,100
1992,7657,Robert C.,Maynard,M,editor and publisher,The Tribune,Robert,100
1992,7658,Marilyn,Yarbrough,F,"William J. Maier, Jr. Chair of Law",West Virginia University,Marilyn,100
1992,7659,Robert C.,Christopher,M,administrator,The Pulitzer Prizes,Robert,100
1992,13738,Michael,Gartner,M,"editor, The Daily Tribune, Ames, Iowa","and president, NBC News",Michael,99
1993,7515,Seymour,Topping,M,"administrator, The Pulitzer Prizes",Columbia University,Seymour,100
1993,7518,Edward,Seaton,M,editor in chief,Manhattan  Mercury,Edward,100
1993,7519,John L.,Dotson Jr.,M,president and publisher,Akron Beacon Journal,John,100
1993,7521,James V.,Risser,M,"director, John S. Knight Fellowships",Stanford University,James,100
1993,7522,Walter,Rugaber,M,president and publisher,The Roanoke Times,Walter,99
1993,7523,Helen,Vendler,F,Porter University Professor,Harvard University,Helen,100
1993,7526,Sissela,Bok,NA,writer and philosopher,,Sissela,
1993,7527,Joan,Konner,F,"dean, Graduate School of Journalism",Columbia University,Joan,100
1993,7528,Peter R.,Kann,M,chairman and chief executive officer,"Dow Jones and Co., Inc.",Peter,100
1993,7529,John S.,Driscoll,M,vice president,The Boston Globe,John,100
1993,7530,Meg,Greenfield,F,editorial page editor,The Washington Post,Meg,100
1993,7531,Burl,Osborne,M,editor and publisher,The Dallas Morning News,Burl,100
1993,7642,Michael I.,Sovern,M,president,Columbia University,Michael,99
1993,7645,Russell,Baker,M,columnist,The New York Times,Russell,100
1993,7647,Geneva,Overholser,F,editor,The Des Moines Register,Geneva,100
1993,7648,Claude F.,Sitton,M,"senior lecturer, Emory University","former editor and vice president, The News and Observer",Claude,99
1993,7649,Jack,Fuller,M,editor and vice president,Chicago Tribune,Jack,99
1993,7650,Robert C.,Maynard,M,former editor and publisher,The Tribune,Robert,100
